run,trial,rewFunc,emotion,magnitude,probability,score,ev,rt,clock_onset,isi_onset,feedback_onset,iti_onset,iti_ideal,image,value_softmax_p_chosen,uv_p_chosen
1,1,DEV,scram,78,0.61387,0,48.0263,1151,8.0686,9.2353,9.2858,10.1852,5.1,scram_2.png,0.00265957446808511,3.15047982672037e-51
1,2,DEV,scram,80,0.4106,0,32.6872,2468,15.3185,17.8016,17.8516,18.752,1.1,scram_7.png,0.00265957446808511,8.23222114664432e-38
1,3,DEV,scram,80,0.33066,0,26.4754,3351,19.8682,23.2346,23.2847,24.1846,2.1,scram_20.png,0.00265957446808511,1.02618901919726e-24
1,4,DEV,scram,65,0.79888,65,51.7157,368,26.3012,26.6845,26.7346,27.6344,5.1,scram_12.png,0.016089184299947,0.0295710093689294
1,5,DEV,scram,67,0.7391,67,49.3044,601,32.7513,33.3675,33.4176,34.3175,0.1,scram_19.png,0.000124595669989251,0.000885849982133269
1,6,DEV,scram,76,0.68689,76,52.3762,818,34.4176,35.2508,35.3008,36.2007,0.1,scram_4.png,3.56515013212491e-06,4.66712647068844e-05
1,7,DEV,scram,74,0.60368,0,44.3716,1201,36.3008,37.5173,37.5674,38.4673,1.1,scram_15.png,1.47331607982178e-12,4.00649181751909e-10
1,8,DEV,scram,67,0.73093,0,48.9429,634,39.5673,40.2172,40.2673,41.1672,0.1,scram_24.png,0.000205054496866496,3.24565564810543e-06
1,9,DEV,scram,78,0.48232,78,37.4455,1901,41.2673,43.1838,43.2338,44.1337,3.1,scram_5.png,1.09039544743642e-12,4.70613990199784e-08
1,10,DEV,scram,82,0.45458,0,37.4472,2101,47.2336,49.3502,49.4002,50.3001,3.1,scram_9.png,9.73089875953971e-17,1.7086022909498e-11
1,11,DEV,scram,78,0.4999,78,39.0807,1784,53.4,55.1999,55.2499,56.1499,0.1,scram_18.png,4.21799966175715e-10,2.0404720114067e-08
1,12,DEV,scram,79,0.51029,79,40.2652,1718,56.2499,57.9831,58.0332,58.9331,1.1,scram_3.png,5.02255145844759e-07,1.85697120488291e-06
1,13,DEV,scram,81,0.50505,0,40.9309,1751,60.0664,61.8329,61.883,62.7829,1.1,scram_21.png,8.88454303389086e-09,5.66443861758899e-09
1,14,DEV,scram,80,0.4999,80,40.0805,1784,63.8829,65.6828,65.7328,66.6327,1.1,scram_17.png,1.45942132534633e-06,3.22740089616736e-07
1,15,DEV,scram,75,0.49226,0,37.1045,1834,67.7327,69.5826,69.6326,70.5326,4.1,scram_1.png,3.54681074645682e-08,3.80020402104731e-09
1,16,DEV,scram,77,0.54987,77,42.2792,1484,74.6325,76.1323,76.1823,77.0823,10.1,scram_16.png,4.09260113565929e-06,1.35596573831174e-07
1,17,DEV,scram,74,0.5937,0,43.7918,1251,87.1819,88.4484,88.4985,89.3984,1.1,scram_14.png,5.75464273522824e-06,2.99411557362455e-09
1,18,DEV,scram,68,0.75161,68,51.348,551,90.4984,91.065,91.115,92.015,2.1,scram_6.png,0.00433409573384781,0.000186153531749442
1,19,DEV,scram,71,0.69483,0,49.3506,784,94.1149,94.9148,94.9649,95.8648,5.1,scram_22.png,0.000351279501644296,1.84127263308516e-08
1,20,DEV,scram,80,0.51302,80,40.9574,1701,100.9646,102.6811,102.7312,103.6311,0.1,scram_23.png,3.86840921098955e-05,6.92676498695808e-09
1,21,DEV,scram,83,0.51029,0,42.3064,1718,103.7312,105.4644,105.5144,106.4143,0.1,scram_13.png,4.43385899620743e-06,4.3584228155337e-10
1,22,DEV,scram,73,0.54385,0,39.7246,1518,106.5144,108.0476,108.0976,108.9975,0.1,scram_25.png,2.23124493339144e-06,2.37163537450452e-11
1,23,DEV,scram,70,0.7391,70,51.5217,601,109.0976,109.7142,109.7642,110.6642,0.1,scram_11.png,0.00238616930611515,8.06831046810571e-07
